sample	samples	ENSG00000262814.6	_primary_site
GTEX-14DAR-0226-SM-5S2PR	GTEX-14DAR-0226-SM-5S2PR	4.966	Lung
GTEX-11EMC-3226-SM-5EGKW	GTEX-11EMC-3226-SM-5EGKW	4.966	Brain
GTEX-XOTO-3026-SM-4B65M	GTEX-XOTO-3026-SM-4B65M	4.966	Brain
GTEX-NFK9-0226-SM-2HMKQ	GTEX-NFK9-0226-SM-2HMKQ	4.966	Skin
GTEX-14A5H-0226-SM-5S2VK	GTEX-14A5H-0226-SM-5S2VK	4.966	Blood Vessel
GTEX-YEC3-1426-SM-4WWEM	GTEX-YEC3-1426-SM-4WWEM	4.965	Stomach
GTEX-1399T-0011-R4b-SM-5DUVX	GTEX-1399T-0011-R4b-SM-5DUVX	4.965	Brain
GTEX-131YS-0011-R9b-SM-5EQLY	GTEX-131YS-0011-R9b-SM-5EQLY	4.964	Brain
GTEX-14AS3-2226-SM-5S2OX	GTEX-14AS3-2226-SM-5S2OX	4.963	Nerve
GTEX-117YW-1526-SM-5EGGP	GTEX-117YW-1526-SM-5EGGP	4.963	Testis
GTEX-111FC-2926-SM-5GZY7	GTEX-111FC-2926-SM-5GZY7	4.963	Salivary Gland
GTEX-QEG4-0226-SM-2S1PY	GTEX-QEG4-0226-SM-2S1PY	4.963	Skin
GTEX-WVLH-2626-SM-4MVNV	GTEX-WVLH-2626-SM-4MVNV	4.962	Testis
GTEX-13NYS-0011-R5a-SM-5MR4D	GTEX-13NYS-0011-R5a-SM-5MR4D	4.961	Brain
GTEX-13G51-2426-SM-5LZY8	GTEX-13G51-2426-SM-5LZY8	4.961	Salivary Gland
GTEX-13O3P-0326-SM-5K7VM	GTEX-13O3P-0326-SM-5K7VM	4.96	Nerve
GTEX-ZLV1-1326-SM-4WWER	GTEX-ZLV1-1326-SM-4WWER	4.96	Colon
GTEX-139UW-0326-SM-5J1ML	GTEX-139UW-0326-SM-5J1ML	4.96	Skin
GTEX-13U4I-2226-SM-5LU5H	GTEX-13U4I-2226-SM-5LU5H	4.96	Skin
GTEX-ZYT6-0226-SM-5NQ6T	GTEX-ZYT6-0226-SM-5NQ6T	4.96	Skin
GTEX-ZVZP-2626-SM-51MR4	GTEX-ZVZP-2626-SM-51MR4	4.959	Nerve
GTEX-145LV-1426-SM-5Q5BV	GTEX-145LV-1426-SM-5Q5BV	4.959	Esophagus
GTEX-QVUS-0011-R6A-SM-3GACX	GTEX-QVUS-0011-R6A-SM-3GACX	4.959	Brain
GTEX-ZUA1-0011-R1a-SM-4YCE2	GTEX-ZUA1-0011-R1a-SM-4YCE2	4.959	Brain
GTEX-145MO-0126-SM-5S2QU	GTEX-145MO-0126-SM-5S2QU	4.958	Testis
GTEX-TKQ1-0126-SM-33HB3	GTEX-TKQ1-0126-SM-33HB3	4.958	Thyroid
GTEX-N7MT-1126-SM-2YUNQ	GTEX-N7MT-1126-SM-2YUNQ	4.958	Brain
GTEX-11ZUS-3026-SM-5EGI4	GTEX-11ZUS-3026-SM-5EGI4	4.957	Pituitary
GTEX-11EI6-3026-SM-5GZZO	GTEX-11EI6-3026-SM-5GZZO	4.957	Brain
GTEX-13X6J-0626-SM-5LU5F	GTEX-13X6J-0626-SM-5LU5F	4.957	Skin
GTEX-XAJ8-1426-SM-47JYM	GTEX-XAJ8-1426-SM-47JYM	4.957	Skin
GTEX-1117F-2826-SM-5GZXL	GTEX-1117F-2826-SM-5GZXL	4.957	Breast
GTEX-13O21-3026-SM-5J2NI	GTEX-13O21-3026-SM-5J2NI	4.956	Lung
GTEX-13X6J-0011-R6a-SM-5PNUB	GTEX-13X6J-0011-R6a-SM-5PNUB	4.956	Brain
GTEX-PW2O-1726-SM-2S1OO	GTEX-PW2O-1726-SM-2S1OO	4.956	Muscle
GTEX-13X6K-0726-SM-5LU2Z	GTEX-13X6K-0726-SM-5LU2Z	4.956	Adipose Tissue
GTEX-13VXU-0011-R5a-SM-5O9D7	GTEX-13VXU-0011-R5a-SM-5O9D7	4.955	Brain
GTEX-X5EB-1726-SM-4E3J7	GTEX-X5EB-1726-SM-4E3J7	4.955	Salivary Gland
GTEX-X4XX-0726-SM-4QARS	GTEX-X4XX-0726-SM-4QARS	4.954	Testis
GTEX-ZLFU-2026-SM-4WWG2	GTEX-ZLFU-2026-SM-4WWG2	4.954	Testis
GTEX-WEY5-1526-SM-4LMJF	GTEX-WEY5-1526-SM-4LMJF	4.954	Small Intestine
GTEX-XUJ4-2126-SM-4BOOX	GTEX-XUJ4-2126-SM-4BOOX	4.954	Colon
GTEX-QMRM-0926-SM-447BR	GTEX-QMRM-0926-SM-447BR	4.954	Esophagus
GTEX-11ILO-1526-SM-5A5KZ	GTEX-11ILO-1526-SM-5A5KZ	4.954	Pancreas
GTEX-ZQUD-1426-SM-57WER	GTEX-ZQUD-1426-SM-57WER	4.954	Skin
GTEX-WEY5-0826-SM-4LMIH	GTEX-WEY5-0826-SM-4LMIH	4.954	Vagina
GTEX-11EMC-3126-SM-5EGJP	GTEX-11EMC-3126-SM-5EGJP	4.953	Pituitary
GTEX-U3ZM-1626-SM-4DXSK	GTEX-U3ZM-1626-SM-4DXSK	4.953	Testis
GTEX-11NSD-1426-SM-5HL67	GTEX-11NSD-1426-SM-5HL67	4.953	Stomach
GTEX-11LCK-0126-SM-5A5M5	GTEX-11LCK-0126-SM-5A5M5	4.953	Spleen
GTEX-ZTSS-1926-SM-57WEW	GTEX-ZTSS-1926-SM-57WEW	4.952	Skin
GTEX-PWN1-0226-SM-5SI7O	GTEX-PWN1-0226-SM-5SI7O	4.952	Adipose Tissue
GTEX-WHPG-0326-SM-4M1XV	GTEX-WHPG-0326-SM-4M1XV	4.951	Pancreas
GTEX-12WSD-0011-R1b-SM-5LZVY	GTEX-12WSD-0011-R1b-SM-5LZVY	4.951	Brain
GTEX-12ZZY-0226-SM-5LZVE	GTEX-12ZZY-0226-SM-5LZVE	4.951	Skin
GTEX-R55F-0011-R6A-SM-2TF4L	GTEX-R55F-0011-R6A-SM-2TF4L	4.95	Brain
GTEX-11TUW-2726-SM-5EQLC	GTEX-11TUW-2726-SM-5EQLC	4.95	Skin
GTEX-O5YW-0008-SM-4E3IE	GTEX-O5YW-0008-SM-4E3IE	4.95	Skin
GTEX-ZZ64-1726-SM-5GZYB	GTEX-ZZ64-1726-SM-5GZYB	4.95	Skin
GTEX-PWN1-1626-SM-2S1OL	GTEX-PWN1-1626-SM-2S1OL	4.95	Muscle
GTEX-12126-1126-SM-5P9GP	GTEX-12126-1126-SM-5P9GP	4.949	Pituitary
GTEX-11P81-0226-SM-5HL5M	GTEX-11P81-0226-SM-5HL5M	4.949	Lung
GTEX-11ZUS-0011-R11b-SM-5BC7B	GTEX-11ZUS-0011-R11b-SM-5BC7B	4.949	Brain
GTEX-ZU9S-1826-SM-5NQ9E	GTEX-ZU9S-1826-SM-5NQ9E	4.949	Skin
GTEX-SIU7-1626-SM-4BRUK	GTEX-SIU7-1626-SM-4BRUK	4.949	Breast
GTEX-11EI6-3126-SM-5H111	GTEX-11EI6-3126-SM-5H111	4.948	Pituitary
GTEX-14753-2926-SM-5LU9J	GTEX-14753-2926-SM-5LU9J	4.948	Pituitary
GTEX-13OVJ-0011-R4b-SM-5P9H5	GTEX-13OVJ-0011-R4b-SM-5P9H5	4.948	Brain
GTEX-ZDXO-0011-R7a-SM-4WWCU	GTEX-ZDXO-0011-R7a-SM-4WWCU	4.948	Brain
GTEX-X5EB-0008-SM-46MU3	GTEX-X5EB-0008-SM-46MU3	4.948	Skin
GTEX-13PVR-0526-SM-5S2OB	GTEX-13PVR-0526-SM-5S2OB	4.948	Adipose Tissue
GTEX-13OW8-2726-SM-5L3FZ	GTEX-13OW8-2726-SM-5L3FZ	4.947	Colon
GTEX-13OVJ-1326-SM-5K7Z9	GTEX-13OVJ-1326-SM-5K7Z9	4.947	Esophagus
GTEX-13JVG-0011-R10b-SM-5KM2P	GTEX-13JVG-0011-R10b-SM-5KM2P	4.947	Brain
GTEX-13VXU-0126-SM-5SI9F	GTEX-13VXU-0126-SM-5SI9F	4.947	Skin
GTEX-S4P3-0726-SM-4AD57	GTEX-S4P3-0726-SM-4AD57	4.946	Stomach
GTEX-145MF-1526-SM-5LU95	GTEX-145MF-1526-SM-5LU95	4.946	Esophagus
GTEX-13PVQ-0726-SM-5L3GI	GTEX-13PVQ-0726-SM-5L3GI	4.946	Thyroid
GTEX-13111-2326-SM-5LZUQ	GTEX-13111-2326-SM-5LZUQ	4.946	Salivary Gland
GTEX-1399R-1326-SM-5PNYS	GTEX-1399R-1326-SM-5PNYS	4.946	Skin
GTEX-13JVG-0726-SM-5KM16	GTEX-13JVG-0726-SM-5KM16	4.946	Skin
GTEX-14753-0726-SM-5QGQO	GTEX-14753-0726-SM-5QGQO	4.946	Skin
GTEX-ZF2S-2326-SM-4WWCE	GTEX-ZF2S-2326-SM-4WWCE	4.946	Skin
GTEX-ZYWO-0426-SM-5SI9A	GTEX-ZYWO-0426-SM-5SI9A	4.946	Blood Vessel
GTEX-12WSH-0226-SM-5GCOG	GTEX-12WSH-0226-SM-5GCOG	4.945	Thyroid
GTEX-ZA64-2026-SM-5PNXT	GTEX-ZA64-2026-SM-5PNXT	4.945	Muscle
GTEX-13OW5-2926-SM-5IJF2	GTEX-13OW5-2926-SM-5IJF2	4.944	Pituitary
GTEX-ZAB4-2226-SM-5HL97	GTEX-ZAB4-2226-SM-5HL97	4.944	Colon
GTEX-SIU7-1126-SM-2XCDW	GTEX-SIU7-1126-SM-2XCDW	4.944	Thyroid
GTEX-13SLW-0011-R8b-SM-5SI64	GTEX-13SLW-0011-R8b-SM-5SI64	4.944	Brain
GTEX-TSE9-0011-R1A-SM-3DB7E	GTEX-TSE9-0011-R1A-SM-3DB7E	4.944	Brain
GTEX-11ILO-0226-SM-5N9D3	GTEX-11ILO-0226-SM-5N9D3	4.944	Adipose Tissue
GTEX-XQ3S-2426-SM-4WAYB	GTEX-XQ3S-2426-SM-4WAYB	4.944	Adipose Tissue
GTEX-11GSP-0011-R7b-SM-57WC3	GTEX-11GSP-0011-R7b-SM-57WC3	4.943	Brain
GTEX-ZE9C-0011-R5a-SM-5EGLO	GTEX-ZE9C-0011-R5a-SM-5EGLO	4.943	Brain
GTEX-WHWD-0826-SM-3LK6R	GTEX-WHWD-0826-SM-3LK6R	4.943	Adipose Tissue
GTEX-ZXES-1426-SM-5NQ8S	GTEX-ZXES-1426-SM-5NQ8S	4.942	Stomach
GTEX-ZGAY-1226-SM-4YCF4	GTEX-ZGAY-1226-SM-4YCF4	4.942	Esophagus
GTEX-145MH-0011-R11a-SM-5P9HQ	GTEX-145MH-0011-R11a-SM-5P9HQ	4.942	Brain
GTEX-13NZB-2126-SM-5MR4Y	GTEX-13NZB-2126-SM-5MR4Y	4.942	Breast
GTEX-ZZ64-0626-SM-5GZWR	GTEX-ZZ64-0626-SM-5GZWR	4.942	Adipose Tissue
GTEX-Q2AI-0426-SM-48U13	GTEX-Q2AI-0426-SM-48U13	4.941	Pancreas
GTEX-13OW6-0011-R8a-SM-5L3GF	GTEX-13OW6-0011-R8a-SM-5L3GF	4.941	Brain
GTEX-P44H-0011-R3A-SM-5SI8A	GTEX-P44H-0011-R3A-SM-5SI8A	4.941	Brain
GTEX-ZT9W-2226-SM-57WFU	GTEX-ZT9W-2226-SM-57WFU	4.94	Testis
GTEX-PSDG-1126-SM-2S1ON	GTEX-PSDG-1126-SM-2S1ON	4.94	Lung
GTEX-WVLH-3126-SM-3MJGA	GTEX-WVLH-3126-SM-3MJGA	4.939	Pituitary
GTEX-117XS-2026-SM-5GID1	GTEX-117XS-2026-SM-5GID1	4.939	Testis
GTEX-Y9LG-0926-SM-4VDS6	GTEX-Y9LG-0926-SM-4VDS6	4.939	Esophagus
GTEX-13X6K-0011-R7b-SM-5P9K7	GTEX-13X6K-0011-R7b-SM-5P9K7	4.938	Brain
GTEX-139T8-0126-SM-5K7XZ	GTEX-139T8-0126-SM-5K7XZ	4.938	Skin
GTEX-11EM3-1126-SM-5A5KM	GTEX-11EM3-1126-SM-5A5KM	4.938	Adipose Tissue
GTEX-Y114-2626-SM-4TT8Y	GTEX-Y114-2626-SM-4TT8Y	4.937	Nerve
GTEX-WHPG-1626-SM-4M1ZL	GTEX-WHPG-1626-SM-4M1ZL	4.937	Colon
GTEX-13PVR-0326-SM-5RQJY	GTEX-13PVR-0326-SM-5RQJY	4.937	Spleen
GTEX-13X6I-0011-R1b-SM-5PNZC	GTEX-13X6I-0011-R1b-SM-5PNZC	4.937	Brain
GTEX-X4EP-0011-R8B-SM-4QASL	GTEX-X4EP-0011-R8B-SM-4QASL	4.937	Brain
GTEX-11EI6-0008-SM-5QGR7	GTEX-11EI6-0008-SM-5QGR7	4.937	Skin
GTEX-YJ8O-2526-SM-5HL85	GTEX-YJ8O-2526-SM-5HL85	4.937	Skin
GTEX-ZT9W-0426-SM-57WF4	GTEX-ZT9W-0426-SM-57WF4	4.937	Blood Vessel
GTEX-11O72-0226-SM-59869	GTEX-11O72-0226-SM-59869	4.937	Adipose Tissue
GTEX-WZTO-2126-SM-4PQYW	GTEX-WZTO-2126-SM-4PQYW	4.936	Stomach
GTEX-WRHK-0426-SM-4MVOG	GTEX-WRHK-0426-SM-4MVOG	4.936	Esophagus
GTEX-OHPK-2626-SM-2HMK9	GTEX-OHPK-2626-SM-2HMK9	4.936	Thyroid
GTEX-145LS-0011-R10a-SM-5PNUQ	GTEX-145LS-0011-R10a-SM-5PNUQ	4.936	Brain
GTEX-QVJO-0011-R2A-SM-2S1QK	GTEX-QVJO-0011-R2A-SM-2S1QK	4.936	Brain
GTEX-11TUW-0008-SM-5SI6S	GTEX-11TUW-0008-SM-5SI6S	4.936	Skin
GTEX-14AS3-1526-SM-5Q5ED	GTEX-14AS3-1526-SM-5Q5ED	4.936	Skin
GTEX-Q734-0008-SM-48U2I	GTEX-Q734-0008-SM-48U2I	4.936	Skin
GTEX-131XG-2026-SM-5GCN5	GTEX-131XG-2026-SM-5GCN5	4.936	Uterus
GTEX-OXRL-2126-SM-3NM98	GTEX-OXRL-2126-SM-3NM98	4.935	Testis
GTEX-13113-1726-SM-5GCOO	GTEX-13113-1726-SM-5GCOO	4.935	Breast
GTEX-WRHK-1626-SM-3MJFH	GTEX-WRHK-1626-SM-3MJFH	4.935	Muscle
GTEX-148VJ-2926-SM-5Q5DA	GTEX-148VJ-2926-SM-5Q5DA	4.934	Pituitary
GTEX-12ZZX-2726-SM-5N9FT	GTEX-12ZZX-2726-SM-5N9FT	4.934	Colon
GTEX-S4Q7-0326-SM-3K2B1	GTEX-S4Q7-0326-SM-3K2B1	4.934	Thyroid
GTEX-13NYS-0011-R4b-SM-5MR3O	GTEX-13NYS-0011-R4b-SM-5MR3O	4.934	Brain
GTEX-N7MS-0225-SM-4E3HO	GTEX-N7MS-0225-SM-4E3HO	4.934	Skin
GTEX-ZV68-0126-SM-59HKS	GTEX-ZV68-0126-SM-59HKS	4.934	Skin
GTEX-11DXY-1126-SM-5987W	GTEX-11DXY-1126-SM-5987W	4.934	Blood Vessel
GTEX-145MO-2426-SM-5NQ9W	GTEX-145MO-2426-SM-5NQ9W	4.933	Colon
GTEX-11P82-0626-SM-5PNYK	GTEX-11P82-0626-SM-5PNYK	4.933	Esophagus
GTEX-WFON-1026-SM-4LVMD	GTEX-WFON-1026-SM-4LVMD	4.933	Esophagus
GTEX-QDVN-0626-SM-2I3FP	GTEX-QDVN-0626-SM-2I3FP	4.933	Thyroid
GTEX-13QJ3-0726-SM-5SI68	GTEX-13QJ3-0726-SM-5SI68	4.933	Muscle
GTEX-Y111-2926-SM-4TT25	GTEX-Y111-2926-SM-4TT25	4.932	Pituitary
GTEX-144GN-0826-SM-5LU5G	GTEX-144GN-0826-SM-5LU5G	4.932	Pancreas
GTEX-13CIG-0011-R3b-SM-5K7XF	GTEX-13CIG-0011-R3b-SM-5K7XF	4.932	Brain
GTEX-144GL-3026-SM-5Q5CW	GTEX-144GL-3026-SM-5Q5CW	4.932	Brain
GTEX-12WSJ-1826-SM-5GCNY	GTEX-12WSJ-1826-SM-5GCNY	4.932	Skin
GTEX-ZTX8-1226-SM-4YCE9	GTEX-ZTX8-1226-SM-4YCE9	4.932	Breast
GTEX-OHPJ-1626-SM-2HMKO	GTEX-OHPJ-1626-SM-2HMKO	4.932	Muscle
GTEX-12WSD-0011-R6b-SM-5P9JU	GTEX-12WSD-0011-R6b-SM-5P9JU	4.931	Brain
GTEX-12WSF-0011-R3a-SM-5DUW7	GTEX-12WSF-0011-R3a-SM-5DUW7	4.931	Brain
GTEX-12BJ1-0926-SM-5EQ62	GTEX-12BJ1-0926-SM-5EQ62	4.931	Skin
GTEX-13X6K-0011-R6a-SM-5P9K6	GTEX-13X6K-0011-R6a-SM-5P9K6	4.93	Brain
GTEX-145MG-0011-R3b-SM-5SI67	GTEX-145MG-0011-R3b-SM-5SI67	4.93	Brain
GTEX-YJ8O-1226-SM-5P9JE	GTEX-YJ8O-1226-SM-5P9JE	4.93	Vagina
GTEX-ZDXO-2426-SM-5S2NJ	GTEX-ZDXO-2426-SM-5S2NJ	4.93	Adipose Tissue
GTEX-ZV7C-2026-SM-5NQ8F	GTEX-ZV7C-2026-SM-5NQ8F	4.929	Testis
GTEX-111VG-2226-SM-5N9DU	GTEX-111VG-2226-SM-5N9DU	4.929	Colon
GTEX-11I78-1726-SM-5A5M3	GTEX-11I78-1726-SM-5A5M3	4.929	Stomach
GTEX-YJ8A-1426-SM-5PNV7	GTEX-YJ8A-1426-SM-5PNV7	4.929	Esophagus
GTEX-V955-1026-SM-4JBHO	GTEX-V955-1026-SM-4JBHO	4.928	Esophagus
GTEX-QEG5-1126-SM-33HC2	GTEX-QEG5-1126-SM-33HC2	4.928	Lung
GTEX-Z93S-0011-R5b-SM-4RGNI	GTEX-Z93S-0011-R5b-SM-4RGNI	4.928	Brain
GTEX-S7SF-1026-SM-4AD4I	GTEX-S7SF-1026-SM-4AD4I	4.927	Esophagus
GTEX-111YS-0726-SM-5GZY8	GTEX-111YS-0726-SM-5GZY8	4.927	Thyroid
GTEX-WOFL-0726-SM-3MJG4	GTEX-WOFL-0726-SM-3MJG4	4.927	Thyroid
GTEX-12ZZZ-0011-R3b-SM-5DUXK	GTEX-12ZZZ-0011-R3b-SM-5DUXK	4.927	Brain
GTEX-13SLW-0011-R10a-SM-5S2UI	GTEX-13SLW-0011-R10a-SM-5S2UI	4.927	Brain
GTEX-139UC-0005-SM-5PNU7	GTEX-139UC-0005-SM-5PNU7	4.926	Blood
GTEX-14BIM-0011-R4b-SM-5S2RK	GTEX-14BIM-0011-R4b-SM-5S2RK	4.926	Brain
GTEX-ZDXO-0011-R8a-SM-4WWD7	GTEX-ZDXO-0011-R8a-SM-4WWD7	4.926	Brain
GTEX-WY7C-0008-SM-4ONDW	GTEX-WY7C-0008-SM-4ONDW	4.926	Skin
GTEX-WY7C-0626-SM-4ONCT	GTEX-WY7C-0626-SM-4ONCT	4.926	Blood Vessel
GTEX-ZPU1-0926-SM-57WDO	GTEX-ZPU1-0926-SM-57WDO	4.925	Lung
GTEX-WHSE-2926-SM-3NMBG	GTEX-WHSE-2926-SM-3NMBG	4.925	Brain
GTEX-P44G-0526-SM-2XCD1	GTEX-P44G-0526-SM-2XCD1	4.925	Muscle
GTEX-ZV6S-0926-SM-57WGB	GTEX-ZV6S-0926-SM-57WGB	4.924	Stomach
GTEX-13VXT-1426-SM-5LU4B	GTEX-13VXT-1426-SM-5LU4B	4.924	Lung
GTEX-QVUS-2826-SM-3GADB	GTEX-QVUS-2826-SM-3GADB	4.924	Brain
GTEX-TSE9-3026-SM-3DB76	GTEX-TSE9-3026-SM-3DB76	4.924	Brain
GTEX-144GM-0926-SM-5O994	GTEX-144GM-0926-SM-5O994	4.924	Breast
GTEX-R53T-1526-SM-48FEK	GTEX-R53T-1526-SM-48FEK	4.924	Breast
GTEX-ZC5H-2626-SM-5J2MG	GTEX-ZC5H-2626-SM-5J2MG	4.924	Breast
GTEX-T5JW-1526-SM-4DM5E	GTEX-T5JW-1526-SM-4DM5E	4.924	Uterus
GTEX-ZVT4-2626-SM-5N9GJ	GTEX-ZVT4-2626-SM-5N9GJ	4.923	Colon
GTEX-1399S-1726-SM-5L3DI	GTEX-1399S-1726-SM-5L3DI	4.923	Lung
GTEX-13OW6-0726-SM-5L3FX	GTEX-13OW6-0726-SM-5L3FX	4.923	Thyroid
GTEX-11GSP-0011-R5a-SM-57WBE	GTEX-11GSP-0011-R5a-SM-57WBE	4.923	Brain
GTEX-12ZZX-0011-R8a-SM-5DUW8	GTEX-12ZZX-0011-R8a-SM-5DUW8	4.923	Brain
GTEX-1313W-3026-SM-5LZUZ	GTEX-1313W-3026-SM-5LZUZ	4.923	Brain
GTEX-ZYFC-0826-SM-5E44K	GTEX-ZYFC-0826-SM-5E44K	4.923	Breast
GTEX-13NYS-2926-SM-5IFGH	GTEX-13NYS-2926-SM-5IFGH	4.922	Pituitary
GTEX-11UD2-0426-SM-5EQ5W	GTEX-11UD2-0426-SM-5EQ5W	4.922	Nerve
GTEX-12BJ1-0726-SM-5EGGF	GTEX-12BJ1-0726-SM-5EGGF	4.922	Spleen
GTEX-WWYW-0008-SM-4MVPF	GTEX-WWYW-0008-SM-4MVPF	4.922	Skin
GTEX-ZP4G-2126-SM-57WEA	GTEX-ZP4G-2126-SM-57WEA	4.922	Blood Vessel
GTEX-ZVE2-1826-SM-51MRZ	GTEX-ZVE2-1826-SM-51MRZ	4.922	Adipose Tissue
GTEX-13112-0011-R1b-SM-5HL7K	GTEX-13112-0011-R1b-SM-5HL7K	4.921	Brain
GTEX-YF7O-0226-SM-5IFJ4	GTEX-YF7O-0226-SM-5IFJ4	4.921	Blood Vessel
GTEX-ZAKK-0426-SM-5EGHB	GTEX-ZAKK-0426-SM-5EGHB	4.921	Blood Vessel
GTEX-OXRO-1726-SM-3LK6C	GTEX-OXRO-1726-SM-3LK6C	4.921	Muscle
GTEX-Y3I4-1026-SM-4TT2C	GTEX-Y3I4-1026-SM-4TT2C	4.92	Esophagus
GTEX-13JVG-0011-R6a-SM-5MR3E	GTEX-13JVG-0011-R6a-SM-5MR3E	4.92	Brain
GTEX-WL46-0011-R11A-SM-3MJFT	GTEX-WL46-0011-R11A-SM-3MJFT	4.92	Brain
GTEX-XBED-1926-SM-47JYP	GTEX-XBED-1926-SM-47JYP	4.92	Skin
GTEX-WY7C-1326-SM-4ONCX	GTEX-WY7C-1326-SM-4ONCX	4.919	Esophagus
GTEX-N7MS-0011-R11A-SM-2HMJS	GTEX-N7MS-0011-R11A-SM-2HMJS	4.919	Brain
GTEX-13113-1826-SM-5LZW4	GTEX-13113-1826-SM-5LZW4	4.919	Adipose Tissue
GTEX-11P7K-1626-SM-5GU63	GTEX-11P7K-1626-SM-5GU63	4.918	Small Intestine
GTEX-13FHO-2726-SM-5K7VG	GTEX-13FHO-2726-SM-5K7VG	4.918	Colon
GTEX-13FLV-1226-SM-5IJBZ	GTEX-13FLV-1226-SM-5IJBZ	4.918	Esophagus
GTEX-13CIG-0011-R5b-SM-5L3F2	GTEX-13CIG-0011-R5b-SM-5L3F2	4.918	Brain
GTEX-ZDXO-0011-R1a-SM-4WKF4	GTEX-ZDXO-0011-R1a-SM-4WKF4	4.918	Brain
GTEX-147F4-0226-SM-5QGPW	GTEX-147F4-0226-SM-5QGPW	4.918	Skin
GTEX-ZV7C-0926-SM-59HL1	GTEX-ZV7C-0926-SM-59HL1	4.918	Skin
GTEX-ZLV1-1826-SM-5FQU5	GTEX-ZLV1-1826-SM-5FQU5	4.918	Adipose Tissue
GTEX-11LCK-1626-SM-5PNYB	GTEX-11LCK-1626-SM-5PNYB	4.917	Esophagus
GTEX-WL46-2826-SM-3LK81	GTEX-WL46-2826-SM-3LK81	4.917	Brain
GTEX-P4QS-0008-SM-48TDY	GTEX-P4QS-0008-SM-48TDY	4.917	Skin
GTEX-WH7G-0008-SM-4LVNM	GTEX-WH7G-0008-SM-4LVNM	4.917	Skin
GTEX-13QBU-0126-SM-5LU3V	GTEX-13QBU-0126-SM-5LU3V	4.917	Blood Vessel
GTEX-11GS4-3126-SM-5A5LH	GTEX-11GS4-3126-SM-5A5LH	4.916	Brain
GTEX-12WSE-0011-R6b-SM-5LZV5	GTEX-12WSE-0011-R6b-SM-5LZV5	4.916	Brain
GTEX-RU72-0011-R8A-SM-2TF61	GTEX-RU72-0011-R8A-SM-2TF61	4.916	Brain
GTEX-1313W-0126-SM-5LZUN	GTEX-1313W-0126-SM-5LZUN	4.916	Skin
GTEX-13N11-1726-SM-5J1OJ	GTEX-13N11-1726-SM-5J1OJ	4.916	Breast
GTEX-Y3I4-1526-SM-4TT7K	GTEX-Y3I4-1526-SM-4TT7K	4.916	Breast
GTEX-YB5E-2326-SM-5IFIJ	GTEX-YB5E-2326-SM-5IFIJ	4.915	Nerve
GTEX-ZAJG-0126-SM-5HL94	GTEX-ZAJG-0126-SM-5HL94	4.915	Skin
GTEX-13X6K-3026-SM-5QGPA	GTEX-13X6K-3026-SM-5QGPA	4.914	Pituitary
GTEX-11GS4-3026-SM-5A5LG	GTEX-11GS4-3026-SM-5A5LG	4.913	Pituitary
GTEX-TKQ2-1226-SM-4DXSV	GTEX-TKQ2-1226-SM-4DXSV	4.913	Esophagus
GTEX-12WS9-0011-R6a-SM-5P9EW	GTEX-12WS9-0011-R6a-SM-5P9EW	4.913	Brain
GTEX-11ILO-0126-SM-5A5LN	GTEX-11ILO-0126-SM-5A5LN	4.913	Skin
GTEX-Y3I4-1726-SM-4TT89	GTEX-Y3I4-1726-SM-4TT89	4.913	Skin
GTEX-13O21-1226-SM-5J2MK	GTEX-13O21-1226-SM-5J2MK	4.912	Testis
GTEX-ZLFU-1526-SM-4WWBT	GTEX-ZLFU-1526-SM-4WWBT	4.912	Small Intestine
GTEX-YEC3-2326-SM-5IFJF	GTEX-YEC3-2326-SM-5IFJF	4.912	Esophagus
GTEX-OIZG-0526-SM-2HMLF	GTEX-OIZG-0526-SM-2HMLF	4.912	Lung
GTEX-14ABY-0011-R5b-SM-5SI7B	GTEX-14ABY-0011-R5b-SM-5SI7B	4.912	Brain
GTEX-11UD2-1126-SM-5EQM6	GTEX-11UD2-1126-SM-5EQM6	4.912	Blood Vessel
GTEX-O5YT-0226-SM-32PK5	GTEX-O5YT-0226-SM-32PK5	4.912	Adipose Tissue
GTEX-UPK5-2126-SM-4JBJK	GTEX-UPK5-2126-SM-4JBJK	4.911	Stomach
GTEX-13NYS-0011-R3b-SM-5MR41	GTEX-13NYS-0011-R3b-SM-5MR41	4.911	Brain
GTEX-T6MN-0011-R6A-SM-32QP8	GTEX-T6MN-0011-R6A-SM-32QP8	4.911	Brain
GTEX-14B4R-0526-SM-5QGQT	GTEX-14B4R-0526-SM-5QGQT	4.911	Adipose Tissue
GTEX-ZF3C-0226-SM-4WWB3	GTEX-ZF3C-0226-SM-4WWB3	4.911	Adipose Tissue
GTEX-ZVZP-1126-SM-5GICU	GTEX-ZVZP-1126-SM-5GICU	4.911	Adipose Tissue
GTEX-13OW6-3126-SM-5L3IA	GTEX-13OW6-3126-SM-5L3IA	4.91	Pituitary
GTEX-ZV7C-1626-SM-5NQ7E	GTEX-ZV7C-1626-SM-5NQ7E	4.91	Stomach
GTEX-NPJ8-0326-SM-26GMG	GTEX-NPJ8-0326-SM-26GMG	4.91	Lung
GTEX-ZVZQ-0011-R4b-SM-57WCZ	GTEX-ZVZQ-0011-R4b-SM-57WCZ	4.909	Brain
GTEX-ZGAY-2226-SM-4YCCX	GTEX-ZGAY-2226-SM-4YCCX	4.909	Vagina
