Depmap ID,Expression 22Q1 Public,Cell Line Name,Primary Disease,Lineage,Lineage Subtype
ACH-001638,5.7495342676692625,RCK8,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001641,6.8248951142063925,SAT,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001642,5.3798981635246905,SCC3,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001645,5.624100894628113,SEKI,Skin Cancer,Skin,Melanoma
ACH-001647,5.37016428054021,SHI1,Leukemia,Blood,AML
ACH-001648,5.112700132749363,SHMAC4,Prostate Cancer,Prostate,Prostate Adenocarcinoma
ACH-001649,5.0205910947732475,SHMAC5,Prostate Cancer,Prostate,Prostate Adenocarcinoma
ACH-001650,7.214416268711034,SISO,Cervical Cancer,Cervix,Cervical Adenocarcinoma
ACH-001651,6.9415758618182375,SKGI,Endometrial/Uterine Cancer,Uterus,Endometrial Squamous
ACH-001652,6.710806433699353,SKGII,Endometrial/Uterine Cancer,Uterus,Endometrial Squamous
ACH-001653,5.346956889378885,SKGT2,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-001654,5.716442236843322,SKGT4,Esophageal Cancer,Esophagus,Esophagus Adenocarcinoma
ACH-001655,6.159871336778389,SKN,Endometrial/Uterine Cancer,Uterus,Endometrial Squamous
ACH-001656,7.506367092903063,SKNO1,Leukemia,Blood,AML
ACH-001664,7.055390904734795,SNU638,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-001668,6.275938239064431,SUSA,Teratoma,Embryo,Teratoma
ACH-001669,6.058532970201611,TANOUE,Leukemia,Blood,ALL
ACH-001670,7.035403969942068,TASK1,Brain Cancer,Peripheral Nervous System,PNET
ACH-001673,6.863319028731881,TFK1,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001674,6.984133594540979,TGW,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001677,6.290756138396673,U2904,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001685,6.200261079813272,UHO1,Lymphoma,Lymphocyte,Hodgkin Lymphoma
ACH-001687,4.329841176530628,UMRC3,Kidney Cancer,Kidney,
ACH-001688,5.422233000683048,UMRC7,Kidney Cancer,Kidney,
ACH-001690,5.4838157772642555,UPCISCC026,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001692,5.871104373555458,UPCISCC040,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001694,5.04176864995163,UPCISCC074,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001696,5.6278986158717474,UPCISCC111,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001698,4.5197934862411016,UPCISCC116,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001699,5.338780943894699,UPCISCC131,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001701,5.498250867527824,UPCISCC200,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-001702,7.089794727063991,VAESBJ,Sarcoma,Soft Tissue,Epithelioid Sarcoma
ACH-001703,6.365097589751472,VAL,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-001707,5.003152448666921,WAOSEL,Leukemia,Blood,CLL
ACH-001709,6.25001411501037,WSUNHL,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-001711,7.674898433133296,PFSK1,Brain Cancer,Central Nervous System,PNET
ACH-001712,4.808385050656093,HS860T,Bone Cancer,Bone,Osteosarcoma
ACH-001715,7.0083165637349865,CAL72,Bone Cancer,Bone,Osteosarcoma
ACH-001716,6.540709262671431,GOTO,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-001719,6.390598905552461,OCIC4P,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001735,6.568336182133748,SEMK2,Leukemia,Blood,ALL
ACH-001736,5.554588851677637,HB1119,Leukemia,Blood,ALL
ACH-001737,6.72805655144938,HSB2,Leukemia,Blood,ALL
ACH-001740,7.063395081288509,RH28,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001743,5.9119312123090495,RC2,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001745,5.927185357826367,RHJT,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001750,6.146899560343589,TTC442,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001751,6.430452551665533,RH36,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001765,5.668175868970138,RH4,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-001786,6.909893083770043,SNU1544,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-001791,6.303415462685624,LPS6,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001793,4.922197848396367,LPS27,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001794,6.380417772765278,93T449,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001795,6.561478891501008,94T778,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001796,6.212958362728284,95T1000,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001799,5.542258049766918,LPS141,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001802,5.553667688483063,LPS853,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001804,4.769771739249448,LPS510,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001807,4.8972404255747986,LPS067,Liposarcoma,Soft Tissue,Liposarcoma
ACH-001814,6.685379551959075,OS252,Bone Cancer,Bone,Osteosarcoma
ACH-001818,5.065227622775619,C396,Bone Cancer,Bone,Osteosarcoma
ACH-001819,5.869624686204323,MFM223,Breast Cancer,Breast,Breast Ductal Carcinoma
ACH-001820,5.315783574589461,COLO824,Breast Cancer,Breast,
ACH-001834,5.659353759170051,ICC10,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001835,6.327148408298704,ICC106,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001836,6.247737672658932,ICC108,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001838,5.679198570566922,ICC12,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001839,7.347311316365285,ICC137,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001841,6.649615459063409,ICC15,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001842,5.97865326490861,ICC2,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001843,5.96970308801354,ICC3,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001844,6.7242409771893294,ICC4,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001845,6.418527302101609,ICC5,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001846,5.5915597458278015,ICC6,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001848,5.7824085649273735,ICC8,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001849,6.3696409645169805,ICC9,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001850,5.7873802222963375,G415,Gallbladder Cancer,Bile Duct,Gallbladder Adenocarcinoma
ACH-001852,7.53130347489285,HKGZCC,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001853,4.90544717873885,KMCH1,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001856,7.586314393721116,RBE,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001857,6.359837392963122,SG231,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001858,6.457298788825798,SSP25,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001861,7.3396718813903705,TGBC1TKB,Gallbladder Cancer,Bile Duct,Gallbladder Adenocarcinoma
ACH-001862,6.306517445249819,TGBC52TKB,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001863,6.949885059226931,TKKK,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001864,6.896877285486237,YSCCC,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001959,6.792985459684657,CCLP1,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001960,6.342696959981934,CCSW1,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001961,6.330558400030802,GB2,Gallbladder Cancer,Bile Duct,Gallbladder Adenocarcinoma
ACH-001970,5.795974694206668,MM253,Skin Cancer,Skin,Melanoma
ACH-001973,5.034303767768035,MM485,Skin Cancer,Skin,Melanoma
ACH-001977,6.229395653127401,NO36,Lung Cancer,Lung,Mesothelioma
ACH-001982,5.143230134776894,NZM3,Skin Cancer,Skin,Melanoma
ACH-001991,6.047887329396549,NZOV9,Ovarian Cancer,Ovary,Ovary Adenocarcinoma
ACH-001992,5.8858183719899175,ONE58,Lung Cancer,Lung,Mesothelioma
ACH-001993,5.111448698487674,NALM16,Leukemia,Blood,ALL
ACH-001997,7.372603915204482,ECC2,Bile Duct Cancer,Bile Duct,Cholangiocarcinoma
ACH-001999,6.426264754702097,9505BIK,Pancreatic Cancer,Pancreas,Exocrine
ACH-002001,6.375908263075013,A375SKINCJ1,Skin Cancer,Skin,Melanoma
ACH-002002,6.445263208140442,A375SKINCJ2,Skin Cancer,Skin,Melanoma
ACH-002003,6.2722098611245665,A375SKINCJ3,Skin Cancer,Skin,Melanoma
ACH-002004,6.1945598860226125,UACC62SKINCJ1,Skin Cancer,Skin,Melanoma
ACH-002005,7.822411496360477,SKMEL19,Skin Cancer,Skin,Melanoma
ACH-002011,6.671293372481577,MP46,Eye Cancer,Eye,Uveal Melanoma
ACH-002014,6.798050514767515,MEL270,Eye Cancer,Eye,Uveal Melanoma
ACH-002015,7.267067557812477,MEL285,Eye Cancer,Eye,Uveal Melanoma
ACH-002016,6.718224611556279,MEL290,Eye Cancer,Eye,Uveal Melanoma
ACH-002017,7.192292814470768,OMM1,Eye Cancer,Eye,Uveal Melanoma
ACH-002018,6.163498732282879,OMM25,Eye Cancer,Eye,Uveal Melanoma
ACH-002019,6.018144528943756,HOKUG,Cervical Cancer,Cervix,Glassy Cell Carcinoma
ACH-002021,6.683977106975603,T3M3,Endometrial/Uterine Cancer,Uterus,Choriocarcinoma
ACH-002023,5.807870078299782,TGBC18TKB,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-002024,5.1346316714476465,ECC4,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-002025,5.694880192799191,TT1TKB,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-002026,5.771621517923269,HHUA,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-002027,6.415657274159,HOUAI,Endometrial/Uterine Cancer,Uterus,Endometrial Adenocarcinoma
ACH-002029,6.1141587687205465,SAS,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-002038,5.485748821377782,HSKTC,Ovarian Cancer,Ovary,Krukenberg Tumor
ACH-002039,6.185470146066942,PK8,Pancreatic Cancer,Pancreas,Exocrine
ACH-002041,4.324810603420484,HOTHC,Thyroid Cancer,Thyroid,Thyroid Carcinoma
ACH-002042,5.930500810791164,T3M5,Thyroid Cancer,Thyroid,Thyroid Squamous
ACH-002044,6.275565834560328,HSQ89,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-002045,7.885452345084264,HO1U1,Head and Neck Cancer,Upper Aerodigestive,Upper Aerodigestive Squamous
ACH-002046,5.6513387661059316,HTMMT,Endometrial/Uterine Cancer,Uterus,MMMT
ACH-002048,6.62862780216015,RMSYM,Sarcoma,Soft Tissue,Rhabdomyosarcoma
ACH-002055,5.01435529297707,TL1,Lymphoma,Lymphocyte,Non Hodgkin Lymphoma
ACH-002059,5.82273014794452,P30OHK,Leukemia,Blood,ALL
ACH-002061,5.963705306579481,P2URK562,Leukemia,Blood,CML
ACH-002062,6.4690719520803865,SLVL,Lymphoma,Lymphocyte,Lymphoma Unspecified
ACH-002065,5.404630684217612,HSPSS,Sarcoma,Central Nervous System,MPNST
ACH-002066,6.279657006533683,HSSCH2,Sarcoma,Central Nervous System,MPNST
ACH-002067,5.046141781644722,NOS1,Bone Cancer,Bone,Osteosarcoma
ACH-002069,5.241840183564671,HSOS1,Bone Cancer,Bone,Osteosarcoma
ACH-002080,4.749534267669262,TN2,Neuroblastoma,Peripheral Nervous System,Neuroblastoma
ACH-002084,6.1719273543534605,MMAC,Skin Cancer,Skin,Melanoma
ACH-002446,6.323550214537046,CCLFUPGI0005T,Gastric Cancer,Gastric,Gastric Adenocarcinoma
ACH-002458,5.936402377725062,HT144SKINFV1,Skin Cancer,Skin,Melanoma
ACH-002459,5.444269502413482,HT144SKINFV3,Skin Cancer,Skin,Melanoma
ACH-002460,5.580447019598664,HT144SKINFV2,Skin Cancer,Skin,Melanoma
ACH-002461,6.285772093249839,RVH421SKINFV1,Skin Cancer,Skin,Melanoma
ACH-002462,6.10055722078293,RPE1SS48,Engineered,Engineered,
ACH-002463,5.446256229889563,RPE1SS77,Engineered,Engineered,
ACH-002464,5.6820113908006915,RPE1SS6,Engineered,Engineered,
ACH-002465,5.1945598860226125,RPE1SS119,Engineered,Engineered,
ACH-002466,5.6653359171851765,RPE1SS111,Engineered,Engineered,
ACH-002467,5.4087118610294285,RPE1SS51,Engineered,Engineered,
ACH-002475,5.851499202461258,HAP1,Engineered,Engineered Blood,CML
ACH-002508,5.341274183692175,WM3211,Skin Cancer,Skin,Melanoma
ACH-002509,6.460578760776026,WM4235,Skin Cancer,Skin,Melanoma
ACH-002510,6.010108453474289,M040416,Skin Cancer,Skin,Melanoma
ACH-002511,5.168722254360656,M140325,Skin Cancer,Skin,Melanoma
ACH-002512,6.439955517478156,MM160113,Skin Cancer,Skin,Melanoma
ACH-002659,5.118110505607367,JVE127,Colon/Colorectal Cancer,Colorectal,Colorectal Adenocarcinoma
ACH-002687,5.79051141189419,WM3772F,Eye Cancer,Eye,Uveal Melanoma
ACH-002800,5.134220939760634,NCCMPNST2C1,Sarcoma,Peripheral Nervous System,MPNST
